port_name,lat_long,lat,lon,port_uc
GOA,"15.414098562496,73.796659793307",15.414098562496,73.796659793307,GOA
GOROM,"-4.000183645059,131.382474398413",-4.000183645059,131.382474398413,GOROM
GORONTALO,"0.500000000000,123.050000000000",0.5,123.05,GORONTALO
GORONTALO/TUKS PT. PERTAMINA,"0.510775899861,123.060900519099",0.510775899861,123.060900519099,GORONTALO/TUKS PT. PERTAMINA
GOSPIER/TUKS PERTAMINA SURABAYA,"-7.198325394238,112.720092145650",-7.198325394238,112.72009214565,GOSPIER/TUKS PERTAMINA SURABAYA
GRESIK,"-7.150000000000,112.650000000000",-7.15,112.65,GRESIK
GRESIK TUKS PERTAMINA,"-7.159731888803,112.663456155275",-7.159731888803,112.663456155275,GRESIK TUKS PERTAMINA
GUAM,"13.460389236082,144.667576631510",13.460389236082,144.66757663151,GUAM
GUANGZHOU,"23.116666666667,113.233333333333",23.116666666667,113.233333333333,GUANGZHOU
GUANTA,"10.244907424405,-64.590091628716",10.244907424405,-64.590091628716,GUANTA
GULEI,"23.796107806045,117.640526351016",23.796107806045,117.640526351016,GULEI
GUNUNG BATU BESAR,"-2.616666666667,116.300000000000",-2.616666666667,116.3,GUNUNG BATU BESAR
GUNUNG SITOLI,"1.305788120723,97.610788851201",1.305788120723,97.610788851201,GUNUNG SITOLI
GUNUNG SITOLI/TUKS PERTAMINA,"1.196048166404,97.680755462900",1.196048166404,97.6807554629,GUNUNG SITOLI/TUKS PERTAMINA
GURUAPING KAYOA,"0.009993656867,127.412117421137",0.009993656867,127.412117421137,GURUAPING KAYOA
GURUAPING OBA,"0.391647177564,127.624817546829",0.391647177564,127.624817546829,GURUAPING OBA
HAICANG,"24.508031485788,118.076517255951",24.508031485788,118.076517255951,HAICANG
HAIKOU,"20.050000000000,110.283333333333",20.05,110.283333333333,HAIKOU
HAIMEN,"28.683333333333,121.450000000000",28.683333333333,121.45,HAIMEN
HAIPHONG,"20.867773463088,106.688269204631",20.867773463088,106.688269204631,HAIPHONG
HALDIA,"22.043350727443,88.088844699968",22.043350727443,88.088844699968,HALDIA
HANDIL,"-0.750000000000,117.266666666667",-0.75,117.266666666667,HANDIL
HANDIL II,"-0.826751515864,117.251430916192",-0.826751515864,117.251430916192,HANDIL II
HARUKU,"-3.603482974530,128.417393529274",-3.60348297453,128.417393529274,HARUKU
HATU PIRU,"-3.065514925670,128.178494131956",-3.06551492567,128.178494131956,HATU PIRU
HAZIRA PORT/SURAT,"21.085264672535,72.629865202148",21.085264672535,72.629865202148,HAZIRA PORT/SURAT
HIEP PHUOC PORT,"10.649957663638,106.743143409956",10.649957663638,106.743143409956,HIEP PHUOC PORT
HILA/ROMANG,"-7.586656355242,127.366656061380",-7.586656355242,127.36665606138,HILA/ROMANG
HILIR PULAU KIJANG,"-0.686606798739,103.204736982750",-0.686606798739,103.20473698275,HILIR PULAU KIJANG
HIMEJI,"34.750000000000,134.633333333333",34.75,134.633333333333,HIMEJI
HIRI,"0.886604105092,127.326698767576",0.886604105092,127.326698767576,HIRI
HO CHI MINH CITY,"10.769613040175,106.736130174159",10.769613040175,106.736130174159,HO CHI MINH CITY
"HO CHI MINH, VICT","10.769613040175,106.736130174159",10.769613040175,106.736130174159,"HO CHI MINH, VICT"
HOLTEKAM,"-2.617136286597,140.788274079119",-2.617136286597,140.788274079119,HOLTEKAM
HONG KONG,"22.266666666667,114.200000000000",22.266666666667,114.2,HONG KONG
HONGAI,"20.954914204213,107.067686831709",20.954914204213,107.067686831709,HONGAI
HOUSTON,"29.750000000000,-95.283333333333",29.75,-95.283333333333,HOUSTON
HUANGPU,"23.083333333333,113.416666666667",23.083333333333,113.416666666667,HUANGPU
HUIZHOU PT,"22.695268357346,114.563872149588",22.695268357346,114.563872149588,HUIZHOU PT
IBU,"1.494623707948,127.541137654450",1.494623707948,127.54113765445,IBU
"ILOILO, PANAY","10.690734429608,122.583195837116",10.690734429608,122.583195837116,"ILOILO, PANAY"
ILWAKI,"-7.930865761817,126.409717134979",-7.930865761817,126.409717134979,ILWAKI
INANWATAN,"-2.133333333333,132.166666666667",-2.133333333333,132.166666666667,INANWATAN
INCHEON,"37.460478908263,126.630108596086",37.460478908263,126.630108596086,INCHEON
INDARI,"-0.432599958241,127.304420148217",-0.432599958241,127.304420148217,INDARI
INDONESIA BULK TERMINAL,"-4.028316336380,116.034052955052",-4.02831633638,116.034052955052,INDONESIA BULK TERMINAL
INDRAMAYU,"-6.381803828364,108.408252056035",-6.381803828364,108.408252056035,INDRAMAYU
IPPI,"-8.854030446662,121.662208015096",-8.854030446662,121.662208015096,IPPI
ISABEL,"10.916666666667,124.433333333333",10.916666666667,124.433333333333,ISABEL
JABUNG TERMINAL,"-0.883333333333,104.066666666667",-0.883333333333,104.066666666667,JABUNG TERMINAL
JAGOH,"-0.340783312955,104.467737535350",-0.340783312955,104.46773753535,JAGOH
JAILOLO,"1.057731764111,127.470708040536",1.057731764111,127.470708040536,JAILOLO
JAKARTA,"-6.100000000000,106.883333333333",-6.1,106.883333333333,JAKARTA
JAKARTA UTC1,"-6.105653449020,106.892298114674",-6.10565344902,106.892298114674,JAKARTA UTC1
JAMBI/TUKS PERTAMINA,"-1.583297287883,103.621430610138",-1.583297287883,103.621430610138,JAMBI/TUKS PERTAMINA
JANGKAR,"-7.716176026094,114.212025395064",-7.716176026094,114.212025395064,JANGKAR
JASAAN,"8.645979881670,124.757681600593",8.64597988167,124.757681600593,JASAAN
JAYAPURA,"-2.533333333333,140.716666666667",-2.533333333333,140.716666666667,JAYAPURA
JAYAPURA/TERSUS PT. PERTAMINA,"-2.525400760024,140.727782601381",-2.525400760024,140.727782601381,JAYAPURA/TERSUS PT. PERTAMINA
JEBEL ALI,"25.024532645363,55.042868303267",25.024532645363,55.042868303267,JEBEL ALI
JEDDAH,"21.469584214063,39.158013993597",21.469584214063,39.158013993597,JEDDAH
JENEPONTO/BUNGING,"-5.635500302271,119.852625645727",-5.635500302271,119.852625645727,JENEPONTO/BUNGING
JEPARA,"-6.583333333333,110.650000000000",-6.583333333333,110.65,JEPARA
JIANGYIN,"31.916666666667,120.233333333333",31.916666666667,120.233333333333,JIANGYIN
JIANGYIN PT,"31.924347057823,120.220822428645",31.924347057823,120.220822428645,JIANGYIN PT
JIMENEZ/OZAMIS,"8.332313100003,123.857655293109",8.332313100003,123.857655293109,JIMENEZ/OZAMIS
JINATO,"-6.749975546384,120.971396240406",-6.749975546384,120.971396240406,JINATO
JINZHOU PT,"40.809821359242,121.058513298827",40.809821359242,121.058513298827,JINZHOU PT
JOETSU,"37.183184287268,138.250730323319",37.183184287268,138.250730323319,JOETSU
JOHOR BAHRU,"1.362764355116,103.556499602405",1.362764355116,103.556499602405,JOHOR BAHRU
JORF LASFAR,"33.123560209200,-8.625588210207",33.1235602092,-8.625588210207,JORF LASFAR
JORJOGA,"-1.679071620890,124.804639896291",-1.67907162089,124.804639896291,JORJOGA
JORONG ANCHORAGE,"-4.183300000000,115.100000000000",-4.1833,115.1,JORONG ANCHORAGE
JURONG/SINGAPORE,"1.302235927420,103.723469271188",1.30223592742,103.723469271188,JURONG/SINGAPORE
JUWANA,"-6.704978878814,111.154836976937",-6.704978878814,111.154836976937,JUWANA
KABARE,"-0.057610043266,130.981611376395",-0.057610043266,130.981611376395,KABARE
KABIL,"1.050000000000,104.133333333333",1.05,104.133333333333,KABIL
KABISADAR,"-2.915016683050,129.816531347911",-2.91501668305,129.816531347911,KABISADAR
KADATUA,"-5.502205749757,122.527333665791",-5.502205749757,122.527333665791,KADATUA
KAHAKITANG,"3.174794293508,125.518438114490",3.174794293508,125.51843811449,KAHAKITANG
KAHYANGAN,"-8.483333333333,116.666666666667",-8.483333333333,116.666666666667,KAHYANGAN
KAIMANA,"-3.664158859448,133.760296072387",-3.664158859448,133.760296072387,KAIMANA
KAIMANA/TERSUS PT. PERTAMINA,"-3.657677298291,133.756826266443",-3.657677298291,133.756826266443,KAIMANA/TERSUS PT. PERTAMINA
KAIMER,"-5.170100560671,132.011050409303",-5.170100560671,132.011050409303,KAIMER
KAIPURI,"-1.849983538870,136.990687741837",-1.84998353887,136.990687741837,KAIPURI
KAIRATU,"-3.337029952961,128.341058039039",-3.337029952961,128.341058039039,KAIRATU
KAIWATU/MOA,"-8.106565338868,127.816252986664",-8.106565338868,127.816252986664,KAIWATU/MOA
KAJANG,"-5.330489463730,120.378602142592",-5.33048946373,120.378602142592,KAJANG
KAKAP NATUNA TERMINAL,"5.016666666700,105.931666666700",5.0166666667,105.9316666667,KAKAP NATUNA TERMINAL
KAKINADA,"16.940008591915,82.248357162327",16.940008591915,82.248357162327,KAKINADA
KAKOROTAN,"4.633103312182,127.157421848937",4.633103312182,127.157421848937,KAKOROTAN
KALABAHI,"-8.216666666667,124.516666666667",-8.216666666667,124.516666666667,KALABAHI
KALABAHI/TERSUS PT. PERTAMINA,"-8.228883431072,124.494996622235",-8.228883431072,124.494996622235,KALABAHI/TERSUS PT. PERTAMINA
KALABAHI/TUKS PT. PERTAMINA,"-8.228883431072,124.494996622235",-8.228883431072,124.494996622235,KALABAHI/TUKS PT. PERTAMINA
KALAMA,"46.016666666667,-122.850000000000",46.016666666667,-122.85,KALAMA
KALBUT / STS PERTAMINA,"-7.625166630900,114.012972386594",-7.6251666309,114.012972386594,KALBUT / STS PERTAMINA
KALBUT SITUBONDO,"-7.625166630900,114.012972386594",-7.6251666309,114.012972386594,KALBUT SITUBONDO
KALEDUPA,"-5.496189882492,123.755480798623",-5.496189882492,123.755480798623,KALEDUPA
KALIANDA,"-5.743241665900,105.587890500777",-5.7432416659,105.587890500777,KALIANDA
KALIANGET,"-7.057020406382,113.938190987734",-7.057020406382,113.938190987734,KALIANGET
KALIBARU,"-6.103258337829,106.919304312833",-6.103258337829,106.919304312833,KALIBARU
KALIORANG,"0.816666666667,117.866666666667",0.816666666667,117.866666666667,KALIORANG
KALOBO,"-1.061877000000,131.076809000000",-1.061877,131.076809,KALOBO
KAMAL,"-7.174823485389,112.722100637972",-7.174823485389,112.722100637972,KAMAL
KAMPOT,"10.519785489916,104.096830452454",10.519785489916,104.096830452454,KAMPOT
KAMPUNG LAUT,"-0.900000000000,103.800000000000",-0.9,103.8,KAMPUNG LAUT
KANDLA,"23.001376180668,70.222684410727",23.001376180668,70.222684410727,KANDLA
KANGEAN,"-6.840953721698,115.228887563961",-6.840953721698,115.228887563961,KANGEAN
KANTANG,"7.410626727897,99.508307130743",7.410626727897,99.508307130743,KANTANG
KAO,"1.166279997155,127.902357679233",1.166279997155,127.902357679233,KAO
KAOHSIUNG,"22.600683887083,120.291084965114",22.600683887083,120.291084965114,KAOHSIUNG
KARANG AGUNG,"-6.897443368781,112.169022038351",-6.897443368781,112.169022038351,KARANG AGUNG
KARANG TALUN/TUKS. PT. SOLUSI BANGUN INDONESIA,"-7.681347523452,109.012481648616",-7.681347523452,109.012481648616,KARANG TALUN/TUKS. PT. SOLUSI BANGUN INDONESIA
KARANGANTU,"-6.024144903101,106.165294546531",-6.024144903101,106.165294546531,KARANGANTU
KARAS,"-3.468161942895,132.873327927525",-3.468161942895,132.873327927525,KARAS
KARATUNG,"4.723247091650,127.089380501042",4.72324709165,127.089380501042,KARATUNG
KARIANGAU,"-1.166666666667,116.783333333333",-1.166666666667,116.783333333333,KARIANGAU
KARIMATA,"-1.644224877762,108.941946546374",-1.644224877762,108.941946546374,KARIMATA
KARIMUN JAWA,"-5.884081797842,110.440135792072",-5.884081797842,110.440135792072,KARIMUN JAWA
"KASHIMA, IBARAKI","35.933575962034,140.700043141999",35.933575962034,140.700043141999,"KASHIMA, IBARAKI"
"KASIM, IJ","-1.314840339080,131.018087109752",-1.31484033908,131.018087109752,"KASIM, IJ"
KASIM/TERSUS PT. PERTAMINA,"-1.314840339080,131.018087109752",-1.31484033908,131.018087109752,KASIM/TERSUS PT. PERTAMINA
KASIPUTE,"-4.768670671117,122.051654976050",-4.768670671117,122.05165497605,KASIPUTE
KASONAWEJA,"-2.297577137040,138.033558657160",-2.29757713704,138.03355865716,KASONAWEJA
KATALOKA/ONDOR,"-3.994216692481,131.379478887563",-3.994216692481,131.379478887563,KATALOKA/ONDOR
KAUKES,"-1.902064442853,123.785936058720",-1.902064442853,123.78593605872,KAUKES
KAWALUSO,"4.228864491996,125.319727623863",4.228864491996,125.319727623863,KAWALUSO
KAWASI,"-1.586976971097,127.397050797796",-1.586976971097,127.397050797796,KAWASI
KAWTHAUNG,"9.978399008071,98.555419356567",9.978399008071,98.555419356567,KAWTHAUNG
KEDI/LOLODA,"1.675337365342,127.577343458342",1.675337365342,127.577343458342,KEDI/LOLODA
KELANG,"3.002165775997,101.391558038077",3.002165775997,101.391558038077,KELANG
KELANIS,"-2.263917112149,114.897210274310",-2.263917112149,114.89721027431,KELANIS
KELAPA,"-6.100000000000,107.000000000000",-6.1,107.0,KELAPA
KELIMURY,"-3.694599232798,130.471734117113",-3.694599232798,130.471734117113,KELIMURY
KEMAMAN,"4.255070978566,103.470213590955",4.255070978566,103.470213590955,KEMAMAN
"KEMPO, SB","-8.555150696277,118.224121511487",-8.555150696277,118.224121511487,"KEMPO, SB"
KENDAL,"-7.566666666667,111.266666666667",-7.566666666667,111.266666666667,KENDAL
KENDARI,"-3.966666666667,122.583333333333",-3.966666666667,122.583333333333,KENDARI
KENDARI/TUKS PT. PERTAMINA,"-3.968989948510,122.608812264837",-3.96898994851,122.608812264837,KENDARI/TUKS PT. PERTAMINA
KENDAWANGAN,"-2.533333333333,110.200000000000",-2.533333333333,110.2,KENDAWANGAN
KEPI,"-6.525100900089,139.331401822523",-6.525100900089,139.331401822523,KEPI
KERAMAIAN,"-4.362618223393,116.382093531833",-4.362618223393,116.382093531833,KERAMAIAN
KERENG BENGKIRAI,"-2.293727858987,113.913315995022",-2.293727858987,113.913315995022,KERENG BENGKIRAI
KERINCI,"0.361447386216,101.909785670650",0.361447386216,101.90978567065,KERINCI
KERTAPATI,"-3.016666666667,104.750000000000",-3.016666666667,104.75,KERTAPATI
KERTEH,"4.581847834929,103.459655717187",4.581847834929,103.459655717187,KERTEH
KESUI,"-4.499062171510,131.675670789704",-4.49906217151,131.675670789704,KESUI
KETAPANG,"-8.145949000000,114.401496000000",-8.145949,114.401496,KETAPANG
KHALIFA BIN SALMAN PORT,"26.227554814067,50.707077627845",26.227554814067,50.707077627845,KHALIFA BIN SALMAN PORT
KHOR AL FAKKAN,"25.353062846335,56.368829571873",25.353062846335,56.368829571873,KHOR AL FAKKAN
KIJANG,"0.850000000000,104.600000000000",0.85,104.6,KIJANG
KIJANG/TUKS PERTAMINA,"0.863817739310,104.613050381173",0.86381773931,104.613050381173,KIJANG/TUKS PERTAMINA
KIMAAM,"-8.010965061190,138.894803136798",-8.01096506119,138.894803136798,KIMAAM
"KIMANIS, SABAH","5.621049907769,115.888021539633",5.621049907769,115.888021539633,"KIMANIS, SABAH"
KINTAP,"-3.904214034760,115.259138149983",-3.90421403476,115.259138149983,KINTAP
KISAR,"-8.079856756964,127.147161172536",-8.079856756964,127.147161172536,KISAR
KITAKYUSHU,"33.897566247959,130.921507213687",33.897566247959,130.921507213687,KITAKYUSHU
KLANIS/KELANIS,"-2.292086675648,114.875831532943",-2.292086675648,114.875831532943,KLANIS/KELANIS
KLARI,"-6.316666666667,107.366666666667",-6.316666666667,107.366666666667,KLARI
KOBISADAR,"-2.915016683050,129.816531347911",-2.91501668305,129.816531347911,KOBISADAR
KOBISONTA,"-2.957122605271,129.936830658453",-2.957122605271,129.936830658453,KOBISONTA
KOFIAU,"-1.146733858293,129.839590291360",-1.146733858293,129.83959029136,KOFIAU
KOH SICHANG,"13.162252572174,100.811624922024",13.162252572174,100.811624922024,KOH SICHANG
KOJADOI,"-8.496363195759,122.399397997833",-8.496363195759,122.399397997833,KOJADOI
KOKAS,"-2.700000000000,132.433333333333",-2.7,132.433333333333,KOKAS
KOKODA,"-2.224979015145,132.451919465568",-2.224979015145,132.451919465568,KOKODA
KOLAKA,"-4.050000000000,121.566666666667",-4.05,121.566666666667,KOLAKA
KOLAKA/TERSUS PT. PERTAMINA,"-4.041468077201,121.561262308660",-4.041468077201,121.56126230866,KOLAKA/TERSUS PT. PERTAMINA
KOLKATA (EX CALCUTTA),"22.575763795688,88.346043551566",22.575763795688,88.346043551566,KOLKATA (EX CALCUTTA)
KOLONEDALE / TUKS PT. PERTAMINA,"-1.980095272674,121.339888841234",-1.980095272674,121.339888841234,KOLONEDALE / TUKS PT. PERTAMINA
KOLONODALE,"-1.983333333333,121.333333333333",-1.983333333333,121.333333333333,KOLONODALE
KOMBA-KOMBA,"-1.320933814671,123.185172030787",-1.320933814671,123.185172030787,KOMBA-KOMBA
KOMODO,"-8.583333333333,119.500000000000",-8.583333333333,119.5,KOMODO
KORIDO,"-0.838163801663,135.591672289866",-0.838163801663,135.591672289866,KORIDO
KOROR,"7.331680368257,134.460065513042",7.331680368257,134.460065513042,KOROR
KORSAKOV,"46.616666666667,142.766666666667",46.616666666667,142.766666666667,KORSAKOV
KOTA AGUNG,"-5.499136531354,104.619779381541",-5.499136531354,104.619779381541,KOTA AGUNG
KOTA BARU/TUKS PERTAMINA,"-3.248746050486,116.201322591994",-3.248746050486,116.201322591994,KOTA BARU/TUKS PERTAMINA
KOTA BHARU,"6.132125017950,102.234480110489",6.13212501795,102.234480110489,KOTA BHARU
"KOTA KINABALU, SABAH","5.994976146396,116.081457638133",5.994976146396,116.081457638133,"KOTA KINABALU, SABAH"
KOTABARU - BATULICIN,"-3.450077960249,116.009501152269",-3.450077960249,116.009501152269,KOTABARU - BATULICIN
KOTABARU / TUKS PT. PERTAMINA,"-3.252807796930,116.200479436277",-3.25280779693,116.200479436277,KOTABARU / TUKS PT. PERTAMINA
KOTABUNAN,"0.809375035396,124.658250023678",0.809375035396,124.658250023678,KOTABUNAN
KRESEK/KRONJO,"-6.060555048063,106.426549941523",-6.060555048063,106.426549941523,KRESEK/KRONJO
KRISHNAPATNAM,"14.252612713230,80.121459617195",14.25261271323,80.121459617195,KRISHNAPATNAM
KROING,"-7.896671989280,129.856753592930",-7.89667198928,129.85675359293,KROING
KRUENG GEUKUEH,"5.241118328659,97.038827973538",5.241118328659,97.038827973538,KRUENG GEUKUEH
KRUENG RAYA,"5.868464912301,95.314191073054",5.868464912301,95.314191073054,KRUENG RAYA
KRUENG RAYA/TUKS PERTAMINA MALAHAYATI,"5.886842192967,95.314143727958",5.886842192967,95.314143727958,KRUENG RAYA/TUKS PERTAMINA MALAHAYATI
KUALA CINAKU,"-0.375180858237,102.551654773479",-0.375180858237,102.551654773479,KUALA CINAKU
KUALA ENOK,"-0.533333333333,103.400000000000",-0.533333333333,103.4,KUALA ENOK
KUALA GAUNG,"-0.165784451269,103.457769507428",-0.165784451269,103.457769507428,KUALA GAUNG
KUALA JELAY,"-2.977734495664,110.741371098181",-2.977734495664,110.741371098181,KUALA JELAY
"KUALA KAPUAS, KL","-3.282367614851,114.309486302016",-3.282367614851,114.309486302016,"KUALA KAPUAS, KL"
KUALA LANGSA,"4.523972063607,98.019595608214",4.523972063607,98.019595608214,KUALA LANGSA
"KUALA MANDAH, SUMATRA","0.032993847814,103.506093877515",0.032993847814,103.506093877515,"KUALA MANDAH, SUMATRA"
KUALA MARAS,"2.908690051812,105.803060943260",2.908690051812,105.80306094326,KUALA MARAS
KUALA MENDAHARA,"-0.952286562265,103.676694738114",-0.952286562265,103.676694738114,KUALA MENDAHARA
KUALA PEMBUANG,"-3.421932350948,112.562709963255",-3.421932350948,112.562709963255,KUALA PEMBUANG
KUALA SEMBOJA,"-1.019250173894,117.114140822764",-1.019250173894,117.114140822764,KUALA SEMBOJA
KUALA TERENGGANU,"5.337810664692,103.136165992896",5.337810664692,103.136165992896,KUALA TERENGGANU
KUALA TUNGKAL,"-0.805041298336,103.485115055045",-0.805041298336,103.485115055045,KUALA TUNGKAL
KUALATANJUNG,"3.350000000000,99.483333333333",3.35,99.483333333333,KUALATANJUNG
KUANTAN (TANJONG GELANG),"3.970262279339,103.425711982599",3.970262279339,103.425711982599,KUANTAN (TANJONG GELANG)
"KUDAT, SABAH","6.879900876366,116.847446125188",6.879900876366,116.847446125188,"KUDAT, SABAH"
KUKUPANG,"-0.943033678779,128.310538549757",-0.943033678779,128.310538549757,KUKUPANG
KUMAI,"-2.733333333333,111.716666666667",-2.733333333333,111.716666666667,KUMAI
KUMALIGON,"1.237780688404,121.415501516680",1.237780688404,121.41550151668,KUMALIGON
KUMBE,"-8.357977514024,140.230336583523",-8.357977514024,140.230336583523,KUMBE
KUMBER,"-4.543469988147,129.923633487854",-4.543469988147,129.923633487854,KUMBER
"KUNAK, SABAH","4.694725737776,118.256573030184",4.694725737776,118.256573030184,"KUNAK, SABAH"
KUPAL,"-0.668847113625,127.474428626065",-0.668847113625,127.474428626065,KUPAL
KUPANG,"-10.166666666667,123.583333333333",-10.166666666667,123.583333333333,KUPANG
KUR,"-5.309043186899,132.022618676757",-5.309043186899,132.022618676757,KUR
KURAU/SI LALANG,"1.056386178705,102.205126913368",1.056386178705,102.205126913368,KURAU/SI LALANG
KURUDU,"-1.850723138368,136.988766127948",-1.850723138368,136.988766127948,KURUDU
KUSAMBA,"-8.564178039689,115.453158662000",-8.564178039689,115.453158662,KUSAMBA
KWANDANG,"0.853025269136,122.898491182563",0.853025269136,122.898491182563,KWANDANG
KWANGYANG,"34.916033480727,127.685900324885",34.916033480727,127.685900324885,KWANGYANG
KWINANA,"-32.242248939652,115.761763057414",-32.242248939652,115.761763057414,KWINANA
LABUAN,"-4.416666666667,122.950000000000",-4.416666666667,122.95,LABUAN
LABUAN AMUK/TANAHAMPO,"-8.517307733460,115.508375843912",-8.51730773346,115.508375843912,LABUAN AMUK/TANAHAMPO
LABUAN BAJO,"-8.500000000000,119.883333333333",-8.5,119.883333333333,LABUAN BAJO
"LABUAN, SABAH","5.273556406275,115.245267307875",5.273556406275,115.245267307875,"LABUAN, SABAH"
LABUANBAJO,"-0.050000000000,120.033333333333",-0.05,120.033333333333,LABUANBAJO
"LABUHA, MOLUCAS","-0.631584975616,127.480842314348",-0.631584975616,127.480842314348,"LABUHA, MOLUCAS"
LABUHA/TERSUS PT. PERTAMINA,"-0.628605544420,127.606773244508",-0.62860554442,127.606773244508,LABUHA/TERSUS PT. PERTAMINA
LABUHAN,"-6.366666666667,105.833333333333",-6.366666666667,105.833333333333,LABUHAN
LABUHAN BAJAU,"-0.930714289665,98.911596234749",-0.930714289665,98.911596234749,LABUHAN BAJAU
LABUHAN BILIK,"2.514598642682,100.163021558889",2.514598642682,100.163021558889,LABUHAN BILIK
LABUHAN HAJI,"3.547410003114,96.998271807435",3.547410003114,96.998271807435,LABUHAN HAJI
LABUHAN LOMBOK,"-8.499219065177,116.671214466490",-8.499219065177,116.67121446649,LABUHAN LOMBOK
LABUHAN MARINGGAI,"-5.381737915233,105.825068757864",-5.381737915233,105.825068757864,LABUHAN MARINGGAI
LABUHAN UKI,"0.855148303185,123.936403449756",0.855148303185,123.936403449756,LABUHAN UKI
LAE,"-6.733333333333,147.000000000000",-6.733333333333,147.0,LAE
LAEM CHABANG,"13.083333333333,100.883333333333",13.083333333333,100.883333333333,LAEM CHABANG
LAGOI,"1.171069940512,104.382908937343",1.171069940512,104.382908937343,LAGOI
"LAHAD DATU, SABAH","5.195499217951,118.319283318543",5.195499217951,118.319283318543,"LAHAD DATU, SABAH"
LAHEWA,"1.396081058412,97.172471236987",1.396081058412,97.172471236987,LAHEWA
LAIWUI,"-1.333828840655,127.639158885094",-1.333828840655,127.639158885094,LAIWUI
LAKOR,"-8.211412633846,128.151793614865",-8.211412633846,128.151793614865,LAKOR
"LALANG TERMINAL, ST","1.172932172933,102.240828141543",1.172932172933,102.240828141543,"LALANG TERMINAL, ST"
LALENGAN,"-1.324454753518,122.816715269210",-1.324454753518,122.81671526921,LALENGAN
LAMAKERA,"-8.431721324273,123.165480131519",-8.431721324273,123.165480131519,LAMAKERA
LAMBUR LUAR,"-1.009454275816,103.952863551360",-1.009454275816,103.95286355136,LAMBUR LUAR
LAMERURU,"-3.295796711275,122.294965860758",-3.295796711275,122.294965860758,LAMERURU
LAMMA ISLAND,"22.226877930125,114.106626982628",22.226877930125,114.106626982628,LAMMA ISLAND
LAMONGAN,"-7.116666666667,112.416666666667",-7.116666666667,112.416666666667,LAMONGAN
LAMPIA,"-2.775918503782,121.041671276746",-2.775918503782,121.041671276746,LAMPIA
LANGARA,"-4.019627014395,122.990250214837",-4.019627014395,122.990250214837,LANGARA
LANGKAWI,"0.291626052229,103.606745893399",0.291626052229,103.606745893399,LANGKAWI
"LANGSA, SUMATRA","4.523702532931,98.021642305301",4.523702532931,98.021642305301,"LANGSA, SUMATRA"
LAPUKO,"-4.158653482906,122.701540249766",-4.158653482906,122.701540249766,LAPUKO
LARANTUKA,"-8.350000000000,122.983333333333",-8.35,122.983333333333,LARANTUKA
LARAT,"-7.152194638710,131.716670691217",-7.15219463871,131.716670691217,LARAT
LAROKIS,"-7.646950697286,126.532589311917",-7.646950697286,126.532589311917,LAROKIS
LASALIMU,"-5.246581986513,123.158040593270",-5.246581986513,123.15804059327,LASALIMU
LASUSUA,"-3.482863811841,120.871440883550",-3.482863811841,120.87144088355,LASUSUA
"LAWE-LAWE, KL","-1.332215493217,116.687982143128",-1.332215493217,116.687982143128,"LAWE-LAWE, KL"
LAWELE,"-5.203806420540,122.958364264867",-5.20380642054,122.958364264867,LAWELE
LAWI-LAWI/TUKS PT. PERTAMINA,"-1.332215493217,116.687982143128",-1.332215493217,116.687982143128,LAWI-LAWI/TUKS PT. PERTAMINA
LEDE,"-1.713390689609,124.361701065101",-1.713390689609,124.361701065101,LEDE
LEGOK BAJAK,"-5.787262485308,110.476883814847",-5.787262485308,110.476883814847,LEGOK BAJAK
LEKSULA,"-3.781594922485,126.510739791551",-3.781594922485,126.510739791551,LEKSULA
LELANG/P.SERMATA,"-8.224164266115,128.936680968585",-8.224164266115,128.936680968585,LELANG/P.SERMATA
LELEI,"-0.025712750815,127.318749331078",-0.025712750815,127.318749331078,LELEI
LEMBAR,"-8.733333333333,116.066666666667",-8.733333333333,116.066666666667,LEMBAR
LEOK,"1.192463169968,121.420128352148",1.192463169968,121.420128352148,LEOK
LEROKIS,"-7.692152995416,126.297352871223",-7.692152995416,126.297352871223,LEROKIS
LETI,"-8.165396130959,127.659916376237",-8.165396130959,127.659916376237,LETI
LETUNG,"2.988243868213,105.695293082297",2.988243868213,105.695293082297,LETUNG
LEWOLEBA,"-8.370655877090,123.404274027050",-8.37065587709,123.40427402705,LEWOLEBA
LHOK TUAN,"0.165159998294,117.486683384954",0.165159998294,117.486683384954,LHOK TUAN
LHOKNGA,"5.451760484423,95.237268387271",5.451760484423,95.237268387271,LHOKNGA
LHOKSEUMAWE,"5.250000000000,97.116666666667",5.25,97.116666666667,LHOKSEUMAWE
LHOKSEUMAWE/TUKS PERTAMINA,"5.194818864418,97.149742108126",5.194818864418,97.149742108126,LHOKSEUMAWE/TUKS PERTAMINA
LIANA BANGGAI,"-5.282489967407,122.641045747148",-5.282489967407,122.641045747148,LIANA BANGGAI
LIANYUNGANG,"34.733333333333,119.450000000000",34.733333333333,119.45,LIANYUNGANG
LIKUPANG,"1.673678925570,125.062178281852",1.67367892557,125.062178281852,LIKUPANG
LIMAY/BATAAN,"14.514487026035,120.611367932400",14.514487026035,120.6113679324,LIMAY/BATAAN
LIPANG,"3.913443653588,125.366439156275",3.913443653588,125.366439156275,LIPANG
LIRANG,"-8.004415424612,125.762810066443",-8.004415424612,125.762810066443,LIRANG
LIRUNG,"3.940243734472,126.694220886925",3.940243734472,126.694220886925,LIRUNG
